Town07
32.9921989440918|-0.06747324764728546|0.29382455348968506
62.97111129760742|1.1987580060958862|9.587019920349121
81.95310974121094|24.49569320678711|85.54094696044922
72.98552703857422|53.13944625854492|136.18563842773438
43.84007263183594|60.44132995605469|-178.6717071533203
13.85417652130127|59.481136322021484|-177.2139892578125
-16.13201332092285|57.80862808227539|-176.74964904785156
-46.128177642822266|56.09938049316406|-176.73219299316406
-76.12815856933594|54.38753128051758|-176.73858642578125
-104.4128189086914|64.42505645751953|95.47415161132812
-108.0953598022461|94.23737335205078|98.30780792236328
-131.643798828125|112.91715240478516|-173.62921142578125
-161.55418395996094|109.68392181396484|-173.92056274414062
-191.4052276611328|106.47274780273438|-173.67774963378906
-199.60462951660156|77.59917449951172|-89.23645782470703
-199.55120849609375|47.593788146972656|-91.47752380371094
-201.25823974609375|17.586917877197266|-92.11662292480469
-199.97021484375|-12.429906845092773|-85.62466430664062
-178.71966552734375|-33.6756477355957|0.4142896831035614
-149.5758514404297|-40.799705505371094|-77.52755737304688
-148.32650756835938|-70.87491607666016|-89.25402069091797
-133.767333984375|-97.1468276977539|-6.562534809112549
-103.86090850830078|-94.098876953125|50.29526138305664
-99.71966552734375|-64.33422088623047|52.63414764404297
-69.74175262451172|-62.082244873046875|-0.5672606825828552
-39.69926452636719|-62.362709045410156|-0.5344544053077698
